Approximate;1;1024;0.001234;4.151176;4.152483;
OMP+CUDA;1;1024;0.001000;0.040100;4.679000;
OMP+CUDA_L1;1;1024;0.001000;0.040249;4.634000;
Approximate;2;1024;0.001279;1.998531;1.999852;
OMP+CUDA;2;1024;0.001000;0.042135;1.317000;
OMP+CUDA_L1;2;1024;0.001000;0.036055;1.339000;
Approximate;4;1024;0.001028;1.032774;1.033850;
OMP+CUDA;4;1024;0.001000;0.041214;0.459000;
OMP+CUDA_L1;4;1024;0.001000;0.039131;0.451000;
Approximate;8;1024;0.000991;0.519694;0.520723;
OMP+CUDA;8;1024;0.001000;0.036164;0.235000;
OMP+CUDA_L1;8;1024;0.001000;0.039852;0.206000;
Approximate;1;1024;0.001049;3.997416;3.998515;
OMP+CUDA;1;1024;0.001000;0.039043;4.575000;
OMP+CUDA_L1;1;1024;0.001000;0.039197;4.525000;
Approximate;2;1024;0.000987;2.008462;2.009489;
OMP+CUDA;2;1024;0.001000;0.035351;1.374000;
OMP+CUDA_L1;2;1024;0.001000;0.038726;1.371000;
Approximate;4;1024;0.000982;1.059538;1.060557;
OMP+CUDA;4;1024;0.001000;0.039041;0.462000;
OMP+CUDA_L1;4;1024;0.001000;0.038908;0.467000;
Approximate;8;1024;0.001028;0.528678;0.529747;
OMP+CUDA;8;1024;0.001000;0.040702;0.242000;
OMP+CUDA_L1;8;1024;0.001000;0.040088;0.214000;
Approximate;1;1024;0.001063;4.144830;4.145934;
OMP+CUDA;1;1024;0.001000;0.039001;4.725000;
OMP+CUDA_L1;1;1024;0.001000;0.040380;4.662000;
Approximate;2;1024;0.001068;2.044931;2.046037;
OMP+CUDA;2;1024;0.001000;0.038789;1.353000;
OMP+CUDA_L1;2;1024;0.001000;0.037698;1.358000;
Approximate;4;1024;0.001020;1.009911;1.010968;
OMP+CUDA;4;1024;0.001000;0.039034;0.463000;
OMP+CUDA_L1;4;1024;0.001000;0.041214;0.477000;
Approximate;8;1024;0.001021;0.526737;0.527798;
OMP+CUDA;8;1024;0.001000;0.039129;0.267000;
OMP+CUDA_L1;8;1024;0.001000;0.037394;0.206000;
Approximate;1;1024;0.001061;4.070332;4.071513;
OMP+CUDA;1;1024;0.001000;0.040376;4.702000;
OMP+CUDA_L1;1;1024;0.001000;0.039019;4.686000;
Approximate;2;1024;0.001049;2.082074;2.083229;
OMP+CUDA;2;1024;0.001000;0.040240;1.392000;
OMP+CUDA_L1;2;1024;0.001000;0.037894;1.318000;
Approximate;4;1024;0.001254;1.049128;1.050427;
OMP+CUDA;4;1024;0.001000;0.039708;0.475000;
OMP+CUDA_L1;4;1024;0.001000;0.039060;0.475000;
Approximate;8;1024;0.001035;0.526219;0.527294;
OMP+CUDA;8;1024;0.001000;0.037392;0.234000;
OMP+CUDA_L1;8;1024;0.001000;0.039080;0.203000;
Approximate;1;1024;0.001044;4.128624;4.129714;
OMP+CUDA;1;1024;0.001000;0.038802;4.741000;
OMP+CUDA_L1;1;1024;0.001000;0.038035;4.747000;
Approximate;2;1024;0.000996;2.137491;2.138539;
OMP+CUDA;2;1024;0.001000;0.040473;1.378000;
OMP+CUDA_L1;2;1024;0.001000;0.038953;1.397000;
Approximate;4;1024;0.001085;1.128491;1.129616;
OMP+CUDA;4;1024;0.002000;0.036101;0.493000;
OMP+CUDA_L1;4;1024;0.001000;0.038986;0.459000;
Approximate;8;1024;0.001041;0.530381;0.531461;
OMP+CUDA;8;1024;0.001000;0.041206;0.270000;
OMP+CUDA_L1;8;1024;0.001000;0.037692;0.211000;
Approximate;1;1024;0.001049;4.142198;4.143294;
OMP+CUDA;1;1024;0.002000;0.039541;4.815000;
OMP+CUDA_L1;1;1024;0.001000;0.041066;4.796000;
Approximate;2;1024;0.001120;2.100543;2.101701;
OMP+CUDA;2;1024;0.001000;0.039572;1.389000;
OMP+CUDA_L1;2;1024;0.001000;0.037456;1.365000;
Approximate;4;1024;0.000961;1.019360;1.020362;
OMP+CUDA;4;1024;0.001000;0.038637;0.458000;
OMP+CUDA_L1;4;1024;0.001000;0.038030;0.445000;
Approximate;8;1024;0.001053;0.520175;0.521269;
OMP+CUDA;8;1024;0.001000;0.037308;0.284000;
OMP+CUDA_L1;8;1024;0.001000;0.040698;0.206000;
Approximate;1;1024;0.001050;3.998761;3.999852;
OMP+CUDA;1;1024;0.001000;0.040309;4.584000;
OMP+CUDA_L1;1;1024;0.001000;0.038801;4.560000;
Approximate;2;1024;0.001335;2.118946;2.120340;
OMP+CUDA;2;1024;0.001000;0.039111;1.319000;
OMP+CUDA_L1;2;1024;0.001000;0.036884;1.344000;
Approximate;4;1024;0.000958;1.049740;1.050735;
OMP+CUDA;4;1024;0.001000;0.040046;0.472000;
OMP+CUDA_L1;4;1024;0.001000;0.040012;0.477000;
Approximate;8;1024;0.001264;0.514529;0.515844;
OMP+CUDA;8;1024;0.001000;0.039104;0.222000;
OMP+CUDA_L1;8;1024;0.001000;0.039413;0.215000;
