Approximate;1;1;0.000849;0.0;9.196691;9.197540;
OMP+MPI;1;1;0.000828;0.000011;9.472934;9.473762;
Approximate;1;2;0.000823;0.0;4.576751;4.577574;
OMP+MPI;1;2;0.000870;0.000032;2.595909;2.596779;
Approximate;1;4;0.000853;0.0;2.324202;2.325055;
OMP+MPI;1;4;0.000988;0.000039;0.695989;0.696977;
Approximate;2;1;0.000938;0.0;4.592302;4.593240;
OMP+MPI;2;1;0.000880;0.000013;2.610008;2.610889;
Approximate;2;2;0.000878;0.0;2.315690;2.316568;
OMP+MPI;2;2;0.000894;0.000032;0.735232;0.736126;
Approximate;2;4;0.000864;0.0;1.170704;1.171568;
OMP+MPI;2;4;0.001320;0.024728;0.235990;0.237310;
Approximate;4;1;0.000924;0.0;2.324026;2.324952;
OMP+MPI;4;1;0.000823;0.000044;0.730147;0.730970;
Approximate;4;2;0.000845;0.0;1.173212;1.174057;
OMP+MPI;4;2;0.000837;0.000011;0.214525;0.215362;
Approximate;4;4;0.000875;0.0;0.588199;0.589074;
OMP+MPI;4;4;0.000927;0.001301;0.110400;0.111327;
Approximate;8;1;0.000842;0.0;1.160104;1.160946;
OMP+MPI;8;1;0.000805;0.000016;0.228238;0.229043;
Approximate;8;2;0.000844;0.0;0.587354;0.588198;
OMP+MPI;8;2;0.000934;0.002233;0.109191;0.110126;
Approximate;8;4;0.000913;0.0;0.286687;0.287601;
OMP+MPI;8;4;0.001301;0.048952;0.088577;0.089878;
Approximate;1;1;0.000873;0.0;9.232939;9.233812;
OMP+MPI;1;1;0.001225;0.000011;9.633558;9.634783;
Approximate;1;2;0.000937;0.0;4.636022;4.636959;
OMP+MPI;1;2;0.000867;0.007716;2.607922;2.608789;
Approximate;1;4;0.001029;0.0;2.313596;2.314625;
OMP+MPI;1;4;0.000963;0.021270;0.697959;0.698922;
Approximate;2;1;0.000864;0.0;4.616149;4.617013;
OMP+MPI;2;1;0.000840;0.000022;2.612343;2.613185;
Approximate;2;2;0.001173;0.0;2.394853;2.396026;
OMP+MPI;2;2;0.000796;0.006044;0.684096;0.684892;
Approximate;2;4;0.001332;0.0;1.180594;1.181927;
OMP+MPI;2;4;0.001057;0.000074;0.228937;0.229994;
Approximate;4;1;0.000881;0.0;2.332530;2.333411;
OMP+MPI;4;1;0.000820;0.000027;0.722379;0.723199;
Approximate;4;2;0.000839;0.0;1.188408;1.189247;
OMP+MPI;4;2;0.001521;0.000019;0.219601;0.221122;
Approximate;4;4;0.001147;0.0;0.594011;0.595158;
OMP+MPI;4;4;0.001241;0.035753;0.104998;0.106239;
Approximate;8;1;0.000879;0.0;1.194528;1.195407;
OMP+MPI;8;1;0.000866;0.000021;0.252410;0.253276;
Approximate;8;2;0.000849;0.0;0.592840;0.593689;
OMP+MPI;8;2;0.000827;0.000917;0.119844;0.120671;
Approximate;8;4;0.000847;0.0;0.293169;0.294016;
OMP+MPI;8;4;0.001234;0.000059;0.075983;0.077217;
Approximate;1;1;0.000826;0.0;9.203743;9.204569;
OMP+MPI;1;1;0.000823;0.000024;9.581625;9.582448;
Approximate;1;2;0.000948;0.0;4.619197;4.620145;
OMP+MPI;1;2;0.000843;0.000024;2.664817;2.665660;
Approximate;1;4;0.001001;0.0;2.400786;2.401788;
OMP+MPI;1;4;0.001390;0.000037;0.670994;0.672384;
Approximate;2;1;0.000827;0.0;4.609751;4.610578;
OMP+MPI;2;1;0.001008;0.000014;2.612939;2.613947;
Approximate;2;2;0.000956;0.0;2.332422;2.333378;
OMP+MPI;2;2;0.000902;0.000013;0.700471;0.701373;
Approximate;2;4;0.000866;0.0;1.192072;1.192939;
OMP+MPI;2;4;0.000830;0.000039;0.219105;0.219935;
Approximate;4;1;0.000883;0.0;2.355481;2.356364;
OMP+MPI;4;1;0.000842;0.000015;0.727156;0.727998;
Approximate;4;2;0.000894;0.0;1.179047;1.179941;
OMP+MPI;4;2;0.000852;0.000022;0.240128;0.240980;
Approximate;4;4;0.000840;0.0;0.570790;0.571630;
OMP+MPI;4;4;0.001272;0.001203;0.123230;0.124502;
Approximate;8;1;0.000873;0.0;1.136722;1.137596;
OMP+MPI;8;1;0.000845;0.000013;0.235253;0.236098;
Approximate;8;2;0.000884;0.0;0.577012;0.577896;
OMP+MPI;8;2;0.000848;0.004327;0.117762;0.118614;
Approximate;8;4;0.000846;0.0;0.293544;0.294390;
OMP+MPI;8;4;0.001333;0.000040;0.075632;0.076966;
Approximate;1;1;0.000844;0.0;9.373108;9.373953;
OMP+MPI;1;1;0.000903;0.000010;9.597063;9.597966;
Approximate;1;2;0.001392;0.0;4.590941;4.592333;
OMP+MPI;1;2;0.000830;0.013527;2.569181;2.570011;
Approximate;1;4;0.000889;0.0;2.352702;2.353592;
OMP+MPI;1;4;0.001323;0.002789;0.663016;0.664339;
Approximate;2;1;0.000859;0.0;4.622369;4.623228;
OMP+MPI;2;1;0.000852;0.000025;2.594097;2.594949;
Approximate;2;2;0.000950;0.0;2.301977;2.302927;
