Approximate;1;1024;0.000281;0.197865;0.198163;
OMP+CUDA;1;1024;0.000000;0.004268;0.248000;
OMP+CUDA_L1;1;1024;0.000000;0.004327;0.249000;
Approximate;2;1024;0.000206;0.089602;0.089822;
OMP+CUDA;2;1024;0.000000;0.004203;0.174000;
OMP+CUDA_L1;2;1024;0.000000;0.004262;0.146000;
Approximate;4;1024;0.000258;0.045036;0.045310;
OMP+CUDA;4;1024;0.000000;0.004433;0.117000;
OMP+CUDA_L1;4;1024;0.000000;0.004381;0.127000;
Approximate;8;1024;0.000216;0.024583;0.024811;
OMP+CUDA;8;1024;0.000000;0.004645;0.125000;
OMP+CUDA_L1;8;1024;0.000000;0.004250;0.130000;
Approximate;1;1024;0.000226;0.178880;0.179118;
OMP+CUDA;1;1024;0.000000;0.004299;0.271000;
OMP+CUDA_L1;1;1024;0.000000;0.004261;0.249000;
Approximate;2;1024;0.000205;0.091332;0.091549;
OMP+CUDA;2;1024;0.000000;0.004173;0.146000;
OMP+CUDA_L1;2;1024;0.000000;0.004392;0.148000;
Approximate;4;1024;0.000213;0.042173;0.042412;
OMP+CUDA;4;1024;0.000000;0.004598;0.126000;
OMP+CUDA_L1;4;1024;0.000000;0.004289;0.116000;
Approximate;8;1024;0.000206;0.022002;0.022220;
OMP+CUDA;8;1024;0.000000;0.004223;0.127000;
OMP+CUDA_L1;8;1024;0.000000;0.004170;0.109000;
Approximate;1;1024;0.000226;0.177121;0.177360;
OMP+CUDA;1;1024;0.000000;0.004444;0.250000;
OMP+CUDA_L1;1;1024;0.000000;0.004293;0.256000;
Approximate;2;1024;0.000211;0.089420;0.089642;
OMP+CUDA;2;1024;0.000000;0.004342;0.144000;
OMP+CUDA_L1;2;1024;0.000000;0.004172;0.147000;
Approximate;4;1024;0.000206;0.043532;0.043749;
OMP+CUDA;4;1024;0.000000;0.004295;0.107000;
OMP+CUDA_L1;4;1024;0.000000;0.004377;0.112000;
Approximate;8;1024;0.000206;0.022215;0.022434;
OMP+CUDA;8;1024;0.000000;0.004521;0.120000;
OMP+CUDA_L1;8;1024;0.000000;0.004483;0.112000;
Approximate;1;1024;0.000216;0.173435;0.173663;
OMP+CUDA;1;1024;0.000000;0.004370;0.253000;
OMP+CUDA_L1;1;1024;0.000000;0.004224;0.273000;
Approximate;2;1024;0.000210;0.086034;0.086257;
OMP+CUDA;2;1024;0.000000;0.004576;0.141000;
OMP+CUDA_L1;2;1024;0.000000;0.004321;0.146000;
Approximate;4;1024;0.000294;0.042883;0.043189;
OMP+CUDA;4;1024;0.000000;0.004639;0.109000;
OMP+CUDA_L1;4;1024;0.000000;0.004182;0.110000;
Approximate;8;1024;0.000230;0.026418;0.026660;
OMP+CUDA;8;1024;0.000000;0.004400;0.124000;
OMP+CUDA_L1;8;1024;0.000000;0.004353;0.111000;
Approximate;1;1024;0.000221;0.172467;0.172700;
OMP+CUDA;1;1024;0.000000;0.004503;0.254000;
OMP+CUDA_L1;1;1024;0.000000;0.004107;0.270000;
Approximate;2;1024;0.000227;0.088235;0.088473;
OMP+CUDA;2;1024;0.000000;0.004497;0.142000;
OMP+CUDA_L1;2;1024;0.000000;0.004530;0.140000;
Approximate;4;1024;0.000300;0.041660;0.041981;
OMP+CUDA;4;1024;0.000000;0.004202;0.123000;
OMP+CUDA_L1;4;1024;0.000000;0.004148;0.116000;
Approximate;8;1024;0.000364;0.032162;0.032547;
OMP+CUDA;8;1024;0.000000;0.004139;0.109000;
OMP+CUDA_L1;8;1024;0.000000;0.004108;0.112000;
Approximate;1;1024;0.000228;0.179878;0.180119;
OMP+CUDA;1;1024;0.000000;0.004620;0.247000;
OMP+CUDA_L1;1;1024;0.000000;0.004446;0.265000;
Approximate;2;1024;0.000211;0.087802;0.088024;
OMP+CUDA;2;1024;0.000000;0.004464;0.142000;
OMP+CUDA_L1;2;1024;0.000000;0.004164;0.155000;
Approximate;4;1024;0.000343;0.044074;0.044438;
OMP+CUDA;4;1024;0.000000;0.004200;0.117000;
OMP+CUDA_L1;4;1024;0.000000;0.004184;0.116000;
Approximate;8;1024;0.000205;0.022286;0.022504;
OMP+CUDA;8;1024;0.000000;0.004194;0.109000;
OMP+CUDA_L1;8;1024;0.000000;0.004606;0.114000;
Approximate;1;1024;0.000237;0.177534;0.177784;
OMP+CUDA;1;1024;0.000000;0.005323;0.252000;
OMP+CUDA_L1;1;1024;0.000000;0.004238;0.273000;
Approximate;2;1024;0.000209;0.089881;0.090101;
OMP+CUDA;2;1024;0.000000;0.004471;0.143000;
OMP+CUDA_L1;2;1024;0.000000;0.004285;0.139000;
Approximate;4;1024;0.000200;0.044409;0.044620;
OMP+CUDA;4;1024;0.000000;0.004467;0.113000;
OMP+CUDA_L1;4;1024;0.000000;0.004476;0.122000;
Approximate;8;1024;0.000251;0.022488;0.022751;
OMP+CUDA;8;1024;0.000000;0.004592;0.106000;
OMP+CUDA_L1;8;1024;0.000000;0.004284;0.108000;
