Approximate;1;1024;0.000866;2.892795;2.893699;
OMP+CUDA;1;1024;0.001000;0.038910;2.540000;
OMP+CUDA_L1;1;1024;0.001000;0.042598;2.472000;
Approximate;2;1024;0.000885;1.385468;1.386397;
OMP+CUDA;2;1024;0.001000;0.040655;0.740000;
OMP+CUDA_L1;2;1024;0.001000;0.037831;0.753000;
Approximate;4;1024;0.000832;0.716849;0.717718;
OMP+CUDA;4;1024;0.001000;0.039143;0.290000;
OMP+CUDA_L1;4;1024;0.001000;0.037915;0.274000;
Approximate;8;1024;0.000809;0.374405;0.375254;
OMP+CUDA;8;1024;0.001000;0.040012;0.184000;
OMP+CUDA_L1;8;1024;0.001000;0.035796;0.159000;
Approximate;1;1024;0.001007;2.700021;2.701069;
OMP+CUDA;1;1024;0.001000;0.036791;2.441000;
OMP+CUDA_L1;1;1024;0.001000;0.037767;2.514000;
Approximate;2;1024;0.000904;1.382603;1.383546;
OMP+CUDA;2;1024;0.001000;0.038203;0.719000;
OMP+CUDA_L1;2;1024;0.001000;0.038064;0.727000;
Approximate;4;1024;0.000825;0.710016;0.710879;
OMP+CUDA;4;1024;0.001000;0.035669;0.284000;
OMP+CUDA_L1;4;1024;0.001000;0.039066;0.274000;
Approximate;8;1024;0.000871;0.358717;0.359629;
OMP+CUDA;8;1024;0.001000;0.036455;0.171000;
OMP+CUDA_L1;8;1024;0.001000;0.039934;0.161000;
Approximate;1;1024;0.000898;2.792215;2.793156;
OMP+CUDA;1;1024;0.001000;0.041752;2.490000;
OMP+CUDA_L1;1;1024;0.001000;0.038220;2.474000;
Approximate;2;1024;0.000818;1.390364;1.391219;
OMP+CUDA;2;1024;0.001000;0.039252;0.734000;
OMP+CUDA_L1;2;1024;0.001000;0.040188;0.724000;
Approximate;4;1024;0.001001;0.695656;0.696770;
OMP+CUDA;4;1024;0.001000;0.039189;0.293000;
OMP+CUDA_L1;4;1024;0.001000;0.037911;0.271000;
Approximate;8;1024;0.000966;0.348493;0.349504;
OMP+CUDA;8;1024;0.001000;0.037844;0.191000;
OMP+CUDA_L1;8;1024;0.001000;0.041730;0.163000;
Approximate;1;1024;0.000884;2.754995;2.755925;
OMP+CUDA;1;1024;0.001000;0.041261;2.469000;
OMP+CUDA_L1;1;1024;0.001000;0.038661;2.437000;
Approximate;2;1024;0.000841;1.391465;1.392349;
OMP+CUDA;2;1024;0.001000;0.038214;0.738000;
OMP+CUDA_L1;2;1024;0.001000;0.037871;0.746000;
Approximate;4;1024;0.001129;0.686232;0.687398;
OMP+CUDA;4;1024;0.001000;0.039250;0.283000;
OMP+CUDA_L1;4;1024;0.001000;0.038920;0.273000;
Approximate;8;1024;0.000821;0.357115;0.357974;
OMP+CUDA;8;1024;0.001000;0.040716;0.187000;
OMP+CUDA_L1;8;1024;0.001000;0.040400;0.153000;
Approximate;1;1024;0.000959;2.774467;2.775466;
OMP+CUDA;1;1024;0.001000;0.038299;2.460000;
OMP+CUDA_L1;1;1024;0.001000;0.037935;2.440000;
Approximate;2;1024;0.000807;1.392547;1.393394;
OMP+CUDA;2;1024;0.001000;0.040449;0.745000;
OMP+CUDA_L1;2;1024;0.001000;0.039441;0.728000;
Approximate;4;1024;0.000896;0.691494;0.692427;
OMP+CUDA;4;1024;0.001000;0.035701;0.277000;
OMP+CUDA_L1;4;1024;0.001000;0.040854;0.277000;
Approximate;8;1024;0.000847;0.361031;0.361917;
OMP+CUDA;8;1024;0.001000;0.040012;0.173000;
OMP+CUDA_L1;8;1024;0.002000;0.040260;0.177000;
Approximate;1;1024;0.000890;2.807948;2.808883;
OMP+CUDA;1;1024;0.001000;0.040565;2.504000;
OMP+CUDA_L1;1;1024;0.001000;0.036807;2.462000;
Approximate;2;1024;0.000868;1.389169;1.390074;
OMP+CUDA;2;1024;0.001000;0.038081;0.729000;
OMP+CUDA_L1;2;1024;0.001000;0.038827;0.735000;
Approximate;4;1024;0.000805;0.704559;0.705403;
OMP+CUDA;4;1024;0.001000;0.037708;0.288000;
OMP+CUDA_L1;4;1024;0.001000;0.038742;0.279000;
Approximate;8;1024;0.000850;0.364291;0.365181;
OMP+CUDA;8;1024;0.001000;0.039555;0.168000;
OMP+CUDA_L1;8;1024;0.001000;0.040939;0.151000;
Approximate;1;1024;0.000884;2.738800;2.739725;
OMP+CUDA;1;1024;0.001000;0.038864;2.462000;
OMP+CUDA_L1;1;1024;0.001000;0.039609;2.477000;
Approximate;2;1024;0.000972;1.368547;1.369560;
OMP+CUDA;2;1024;0.001000;0.036741;0.765000;
OMP+CUDA_L1;2;1024;0.001000;0.038995;0.741000;
Approximate;4;1024;0.000903;0.691438;0.692386;
OMP+CUDA;4;1024;0.001000;0.040391;0.290000;
OMP+CUDA_L1;4;1024;0.001000;0.037999;0.270000;
Approximate;8;1024;0.000886;0.358469;0.359393;
OMP+CUDA;8;1024;0.001000;0.037355;0.162000;
OMP+CUDA_L1;8;1024;0.001000;0.040519;0.157000;
